ISBN,Title,Author,Year,Publisher,stemmed_title,lemmatized_title,Title_stem,Author_stem,Publisher_stem,Year_stem
8474363055,La caÃ­da del imperio galÃ¡ctico (Albia ficciÃ³n ; 5),Carlos SÃ¡iz Cidoncha,1978,"distribuidor, Espasa-Calpe]",la caã­da del imperio galã¡ctico ( albia ficciã³n ; 5 ),la caã­da del imperio galã¡ctico ( albia ficciã³n ; 5 ),del imperio ( ; 5 ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0061041394,Road to Gold,"William H., Lt. Commander Labarge",1993,Harper Mass Market Paperbacks (Mm),road to gold,road to gold,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3257215363,Hunger nach dem groÃ?Â?en Leben. ErzÃ?Â¤hlung.,Doris Lessing,2002,Diogenes Verlag,hunger nach dem groã ? â ? en leben . erzã ? â¤hlung .,hunger nach dem groã ? â ? en leben . erzã ? â¤hlung .,nach dem ? ? en . ? .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0774712155,Poet's Craft,Robert Irland,1984,Harcourt Brace,poet 's craft,poet 's craft,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
055344073X,"It Had to Be You (Loveswept, No 442)",Gail Douglas,1990,Loveswept,"it had to be you ( loveswept , no 442 )","it had to be you ( loveswept , no 442 )","to ( , 442 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2831571995,Berlitz Dutch Phrase Book (Berlitz Phrase Books),Berlitz Publishing,1999,Berlitz Guides,berlitz dutch phrase book ( berlitz phrase book ),berlitz dutch phrase book ( berlitz phrase book ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0030477166,Ghosts,Philip Makanna,1979,Holt Rinehart & Winston,ghost,ghost,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0802137261,Dona Ines Vs. Oblivion: A Novel,Ana Teresa Torres,2000,Grove Press,dona ine vs. oblivion : a novel,dona ine vs. oblivion : a novel,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
2020091003,Cavalerie rouge,Isaac Babel,1986,Seuil,cavaleri roug,cavaleri roug,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0600202674,Book of British lists,Hunter Davies,1980,Hamlyn,book of british list,book of british list,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0446938084,Craig Claiborne's Favorites,Craig Claiborne,1981,Warner Books (Mm),craig claiborn 's favorit,craig claiborn 's favorit,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0192116959,The Oxford Companion to Irish History,S. J. Connolly,1998,Oxford University Press,the oxford companion to irish histori,the oxford companion to irish histori,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0773522565,Faces in the Forest: First Nations Art Created on Living Trees,Michael D. Blackstock,2001,McGill-Queen's University Press,face in the forest : first nation art creat on live tree,face in the forest : first nation art creat on live tree,in the : on,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0764500988,The World Wide Web for Kids & Parents (The Dummies Guide to Family Computing),Viraf D. Mohta,1996,John Wiley &amp; Sons (C),the world wide web for kid & parent ( the dummi guid to famili comput ),the world wide web for kid & parent ( the dummi guid to famili comput ),for & ( to ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0140506667,Madeline's Christmas (Picture Puffin Books (Paperback)),Ludwig Bemelmans,1988,Viking Books,madelin 's christma ( pictur puffin book ( paperback ) ),madelin 's christma ( pictur puffin book ( paperback ) ),'s ( ( ) ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8449409217,Poeta en Nueva York,Federico Garcia Lorca,2000,Losada,poeta en nueva york,poeta en nueva york,en,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0517037165,Book of Costume,Millia Davenport,1964,Crown Publishing Group (NY),book of costum,book of costum,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1565927206,VBScript in a Nutshell (In a Nutshell (O'Reilly)),Paul Lomax,2000,O'Reilly,vbscript in a nutshel ( in a nutshel ( o'reilli ) ),vbscript in a nutshel ( in a nutshel ( o'reilli ) ),in a ( a ( ) ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0689830661,Chuckie Meets the Beastie Bunny,Sarah Willson,2000,Simon Spotlight/Nickelodeon,chucki meet the beasti bunni,chucki meet the beasti bunni,the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0689825404,Blue's Big Treasure Hunt (Blue's Clues),Angela C. Santomero,1999,Simon Spotlight/Nickelodeon,blue 's big treasur hunt ( blue 's clue ),blue 's big treasur hunt ( blue 's clue ),'s ( 's ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0553574809,The Man Who Loved Women to Death,David Handler,1998,Bantam,the man who love women to death,the man who love woman to death,to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0870815288,"This Blue Hollow: Estes Park, the Early Years, 1859-1915",James H. Pickering,1999,University Press of Colorado,"thi blue hollow : est park , the earli year , 1859-1915","thi blue hollow : est park , the earli year , 1859-1915",": , the , 1859-1915",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0140180788,Room With a View,E M Forster,0,Penguin Putnam~trade,room with a view,room with a view,a,,,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0792272269,Our Country's Presidents,Ann Bausum,2001,National Geographic,our countri 's presid,our countri 's presid,'s,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0824603052,The Second Jewish Book of Why,Alfred J. Kolatch,1995,Jonathan David Publishers,the second jewish book of whi,the second jewish book of whi,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2020258382,Aimez-moi les uns les autres: Roman,Denise Bombardier,1999,Editions du Seuil,aimez-moi le un le autr : roman,aimez-moi le un le autr : roman,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
8470398679,Jacinta La Pelirroja,J. Moreno Villa,2003,Castalia Publishing Company,jacinta la pelirroja,jacinta la pelirroja,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0525451315,Food (Toddler Totes),Not Applicable (Na ),1993,Penguin USA,food ( toddler tote ),food ( toddler tote ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0782122205,MCSE: Networking Essentials Study Guide (2nd Edition/Cd Rom),James Chellis,1998,Sybex,mcse : network essenti studi guid ( 2nd edition/cd rom ),mcse : network essenti studi guid ( 2nd edition/cd rom ),: ( 2nd ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0671017586,I Think Im Outta Here : A Memoir,Carroll O'connor,1998,Atria,i think im outta here : a memoir,i think im outta here : a memoir,:,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
0670820849,Out of this world,Graham Swift,1988,Viking Penguin,out of thi world,out of thi world,of world,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1559704446,Europa,Tim Parks,1998,Arcade Publishing,europa,europa,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
8804458070,Il mio nome a memoria: Romanzo (Scrittori italiani e stranieri),Giorgio Van Straten,2000,Mondadori,il mio nome a memoria : romanzo ( scrittori italiani e stranieri ),il mio nome a memoria : romanzo ( scrittori italiani e stranieri ),mio nome a memoria : ( italiani e stranieri ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0525446591,The Turtle and the Moon,Charles Turner,1991,Dutton Books,the turtl and the moon,the turtl and the moon,and the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0275948315,Media Literacy: Keys to Interpreting Media Messages,Art Silverblatt,1995,Praeger Publishers,media literaci : key to interpret media messag,medium literaci : key to interpret medium messag,: to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0375506063,2182 kHz,David Masiel,2002,Random House,2182 khz,2182 khz,2182,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1551668149,Seduction Of Ellen,Nan Ryan,2001,Mira,seduct of ellen,seduct of ellen,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
0449210529,More Tales of the Black Widowers,Isaac Asimov,1977,Fawcett Books,more tale of the black widow,more tale of the black widow,of the,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1594670463,Triumphant the Gates of Hell Cannot Have Me,D. B. Hatfield,2003,Xulon Press,triumphant the gate of hell can not have me,triumphant the gate of hell can not have me,the of not,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0865476373,The Iron Road: A Stand for Truth and Democracy in Burma,James Mawdsley,2002,North Point Press,the iron road : a stand for truth and democraci in burma,the iron road : a stand for truth and democraci in burma,: for and in,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0393319989,State of the World 2000,Lester Brown,2000,W.W. Norton & Company,state of the world 2000,state of the world 2000,of the 2000,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0030589533,Conduct of Social Research,William B. Sanders,1983,Thomson Learning,conduct of social research,conduct of social research,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
087938929X,Roller Coasters of America,Todd H. Throgmorton,1994,Motorbooks Intl,roller coaster of america,roller coaster of america,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0446529508,A Place Called Rainwater,Dorothy Garlock,2003,Warner Books,a place call rainwat,a place call rainwat,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0914728741,The Art of Daily Activism,Judith L. Boice,1992,Wingbow Pr,the art of daili activ,the art of daili activ,of,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0789406292,At Home: Lots and Lots of Things to Look for on Every Page (Treasure Hunt),Dave King,1996,Dorling Kindersley Publishing,at home : lot and lot of thing to look for on everi page ( treasur hunt ),at home : lot and lot of thing to look for on everi page ( treasur hunt ),: and of to for on ( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0312868081,Honor Thy Wife,Norman Bogner,1999,St Martins Pr,honor thi wife,honor thi wife,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0876591578,Story Stretchers for the Primary Grades: Activities to Expand Children's Favorite Books,Shirley C. Raines,1992,Gryphon House,stori stretcher for the primari grade : activ to expand children 's favorit book,stori stretcher for the primari grade : activ to expand child 's favorit book,for the : to 's,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0786013931,Riverside Killer,Christine Kees,2002,Pinnacle Books,riversid killer,riversid killer,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
0192833774,Gulliver's Travels (Oxford World's Classics),Jonathan Swift,1998,Oxford University Press,gulliv 's travel ( oxford world 's classic ),gulliv 's travel ( oxford world 's classic ),'s ( 's ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
1583488073,Asi Hablo Zaratustra (Alba),Friedrich Wilhelm Nietzsche,1999,iUniverse,asi hablo zaratustra ( alba ),asi hablo zaratustra ( alba ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0805026878,How to Beat Jet Lag: A Practical Guide for Air Travelers/Book and Eyemask and Eyeshades,Dan A. Oren,1993,Henry Holt & Co,how to beat jet lag : a practic guid for air travelers/book and eyemask and eyeshad,how to beat jet lag : a practic guid for air travelers/book and eyemask and eyeshad,to : for and and,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0030180910,Very Worried Walrus (Sweet Pickles Series),Richard Hefter,1977,Henry Holt & Co (J),veri worri walru ( sweet pickl seri ),veri worri walru ( sweet pickl seri ),( ),,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0345431693,Dave Barry Turns 50,Dave Barry,1999,Ballantine Books,dave barri turn 50,dave barri turn 50,50,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
0451128389,Christine,Stephen King,1983,Penguin Putnam~mass,christin,christin,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0687006120,Learning to Lead from Your Spiritual Center,Patricia D. Brown,1996,Abingdon Press,learn to lead from your spiritu center,learn to lead from your spiritu center,to from,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0868244341,Toddler Taming: The Guide to Your Child from One to Four,Christopher Green,2000,Transworld Publishers (Division of Random House Australia),toddler tame : the guid to your child from one to four,toddler tame : the guid to your child from one to four,: to from to,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
0156028158,"Odd Girl Speaks Out: Girls Write about Bullies, Cliques, Popularity, and Jealousy",Rachel Simmons,2004,Harvest Books,"odd girl speak out : girl write about bulli , cliqu , popular , and jealousi","odd girl speak out : girl write about bulli , cliqu , popular , and jealousi",": about , , , and",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
3518382543,Ich habe den englischen KÃ?Â¶nig bedient. Roman.,Bohumil Hrabal,1990,Suhrkamp,ich habe den englischen kã ? â¶nig bedient . roman .,ich habe den englischen kã ? â¶nig bedient . roman .,habe den englischen ? bedient . .,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2253172499,L'Ile des chiens,Patricia Cornwell,2003,Le Livre De Poche,l'ile de chien,l'ile de chien,,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
0375806024,"Arthur's First Kiss (Step-Into-Reading, Step 3)",Marc Brown,2001,Random House Books for Young Readers,"arthur 's first kiss ( step-into-read , step 3 )","arthur 's first kiss ( step-into-read , step 3 )","'s ( , 3 )",,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
